,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,logo,course_organization_img,course_title_img
89,Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,SPECIALIZATION,4.5,Beginner,8.8k,,https://enem.ametic.es/wp-content/uploads/empresas/853197_logotip_logo1_x2.png,https://i1.wp.com/ticsyformacion.com/wp-content/uploads/2015/10/ventajas-big-data-infografia.png?fit=800%2C1724&ssl=1
90,Biohacking Your Brain's Health,Emory University,COURSE,4.6,Beginner,35k,,https://1000logos.net/wp-content/uploads/2022/06/Emory-University-Logo.png,https://i.pinimg.com/originals/29/bc/3e/29bc3ed78575aa77653fb9e3c114d594.jpg
91,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,COURSE,4.4,Beginner,88k,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/University_of_California%2C_San_Diego_seal.svg/1200px-University_of_California%2C_San_Diego_seal.svg.png,https://s3.us-east-1.amazonaws.com/storage.trumplearning.com/cmsfiles/biology-meets-programming-zkirat5s.jpg
92,Biostatistics in Public Health,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,14k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://s3.amazonaws.com/utep-uploads/wp-content/uploads/online-regis-college/2020/05/27091239/biostatistics-in-public-health-preview.jpg
93,Blended Language Learning: Design and Practice for Teachers,University of Colorado Boulder,COURSE,4.8,Intermediate,1.9k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://www.blendedlearning.org/wp-content/uploads/2017/04/blended-learning-model-quiz-2.png
94,Blockchain,University at Buffalo,SPECIALIZATION,4.6,Intermediate,68k,,http://media.bizj.us/view/img/2690091/suny-ub-logo*1200xx1200-675-0-63.jpg,https://www.1point21gws.com/insights/wp-content/uploads/2018/07/blockchain-3438501.jpg
95,Blockchain Revolution,INSEAD,SPECIALIZATION,4.7,Beginner,21k,,https://www.mulesoft.com/sites/default/files/2021-03/logo_insead_round_0.png,https://cdn2.penguin.com.au/covers/400/9780241237861.jpg
96,Blockchain Revolution in Financial Services,INSEAD,SPECIALIZATION,4.6,Beginner,1.6k,,https://www.mulesoft.com/sites/default/files/2021-03/logo_insead_round_0.png,https://www.brieurope.org/wp-content/uploads/sites/39/2019/12/Financial-Services-Revolution-1200x1200.png
97,Blockchain: Foundations and Use Cases,ConsenSys Academy,COURSE,4.7,Beginner,31k,,https://kryptomoney.com/wp-content/uploads/2017/10/KryptoMoney.com-ConsenSys.jpg,https://themoneymongers.com/wp-content/uploads/2019/03/Blockchain-Usecases.jpeg
98,Boosting Creativity for Innovation,HEC Paris,COURSE,4.9,Beginner,9.5k,,http://blog.goulvestre.com/wp-content/uploads/2012/10/logo-hec-paris.jpg,https://www.10digital.co.uk/media/1423/creativity.png?width=684&height=1710
99,"Brand Management: Aligning Business, Brand and Behaviour",London Business School,COURSE,4.9,Beginner,57k,,https://i0.wp.com/www.mbamission.com/blog/wp-content/uploads/2019/08/London-Business-School-Logo.jpg?resize=1024%2C1024&ssl=1,https://downloadly.ir/wp-content/uploads/2022/06/Brand-Management-Aligning-Business-Brand-and-Behaviour.jpg
100,Branding: The Creative Journey,IE Business School,SPECIALIZATION,4.6,Beginner,26k,,https://yt3.ggpht.com/a/AGF-l7-kt9DMg6BYTVdocybs_Fay42FvLsllppbBYw=s900-c-k-c0xffffffff-no-rj-mo,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a1a2a5cdf994.jpg
101,Budgeting and Scheduling Projects,"University of California, Irvine",COURSE,4.7,Mixed,84k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://i.pinimg.com/originals/27/64/f2/2764f2b8c243316929bf9e5c27648b7e.jpg
102,Bugs 101: Insect-Human Interactions,University of Alberta,COURSE,4.9,Beginner,15k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo_black.png,https://www.ualberta.ca/media-library/ualberta/admissions-and-programs/courses/bugs-101/bugs-101-logo.jpg
103,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,COURSE,4.9,Mixed,95k,,https://mma.prnewswire.com/media/1163458/Hebrew_University_of_Jerusalem.jpg?p=publish&w=800,https://i.pinimg.com/originals/e1/a9/ef/e1a9ef433ee6052330735f58db5e0a4b.png
104,Building Batch Data Pipelines on GCP,Google Cloud,COURSE,4.5,Intermediate,7.3k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~batch-data-pipelines-gcp-es/XDP~COURSE!~batch-data-pipelines-gcp-es.jpeg
105,Building Conversational Experiences with Dialogflow,Google Cloud,COURSE,4.5,Beginner,22k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://cdn.qwiklabs.com/z0KbaRC0S/IUSSQ3McdILRSKSCAbXs%2B14KxbDGVArbg%3D
106,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,COURSE,4.6,Intermediate,5.8k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~streaming-analytics-systems-gcp-jp/XDP~COURSE!~streaming-analytics-systems-gcp-jp.jpeg
107,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,COURSE,4.3,Intermediate,24k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://1.bp.blogspot.com/-S9EI-umKMgw/Xu2zl5yg27I/AAAAAAAAXas/jpIMPDD3UggnuSUErOLzl5d-BjitILcMQCLcBGAsYHQ/s1600/Java%2BSpring%2BBoot%2BMicroservices.png
108,Building Your Leadership Skills,HEC Paris,COURSE,4.5,Mixed,67k,,http://blog.goulvestre.com/wp-content/uploads/2012/10/logo-hec-paris.jpg,https://knowzieslearning.com/wp-content/uploads/2019/05/Building_Your_Leadership_Skills.jpg
109,Business Analytics,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,280k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://msbapm.business.uconn.edu/wp-content/uploads/sites/443/2015/06/feature_msbapm_businessanalytics.jpg
110,Business English,Arizona State University,SPECIALIZATION,4.7,Intermediate,38k,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Arizona_State_University_seal.svg/1200px-Arizona_State_University_seal.svg.png,https://blog.talaera.com/hubfs/Learn%20Business%20English%20-%20Success.jpeg
111,Business English Communication Skills,University of Washington,SPECIALIZATION,4.7,Intermediate,120k,,http://www.ranklogos.com/wp-content/uploads/2012/06/university-of-washington.gif,https://img.ebook-hunter.org/img/Business%20English%20Communication:%20Advanced%20Skills%20%C2%A9.%20Master%20English%20for%20Business%20%26%20Professional%20Purposes.%20How%20to%20Communicate%20at%20Work%20%2B700%20Online%20Business%20...%20%C2%A9%20(Business%20English%20Originals%20Book%20Book%205)%20by%20Marc%20Roche.jpg
112,Business English: Networking,University of Washington,COURSE,4.7,Intermediate,77k,,http://www.ranklogos.com/wp-content/uploads/2012/06/university-of-washington.gif,http://www.macmillaneducationcovers.com/Files/Success/9780230732506.jpg
113,Business Foundations,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,510k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://covers.vitalbook.com/vbid/9781265444716/width/200
114,Business Model Innovation,HEC Paris,COURSE,4.7,Mixed,13k,,http://blog.goulvestre.com/wp-content/uploads/2012/10/logo-hec-paris.jpg,https://www.ifm.eng.cam.ac.uk/uploads/Research/BMI/BMI_Framework_for_Webpage_June_2019_2.jpg
115,Business Statistics and Analysis,Rice University,SPECIALIZATION,4.7,Beginner,110k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://s.s-bol.com/imgbase0/imagebase3/large/FC/9/8/0/7/9200000097197089.jpg
116,Business Strategies for A Better World,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,24k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://sdghub.com/wp-content/uploads/2017/01/Capture-4.jpg
117,Business Strategy,University of Virginia,SPECIALIZATION,4.7,Beginner,89k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Virginia_logo_blue.png,https://www.jcount.com/wp-content/uploads/2017/04/business-strategy.jpg
118,Business Technology Management,Indian School of Business,SPECIALIZATION,4.5,Beginner,67k,,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/cd/3616606efe11e4aa94b513cb1870b0/Square-logo-360-360.png?auto=format%2Ccompress&dpr=1&w=180&h=180,https://smallbizclub.com/wp-content/uploads/2016/08/Essentials-for-Business-Technology-Management.jpg
119,Business Transformation with Google Cloud,Google Cloud,COURSE,4.7,Beginner,10k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~business-transformation-google-cloud-cn/XDP~COURSE!~business-transformation-google-cloud-cn.jpeg
120,Business Writing,University of Colorado Boulder,COURSE,4.8,Beginner,48k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,http://i.huffpost.com/gen/1273836/images/o-WRITING-BUSINESS-PLAN-facebook.jpg
121,Business and Financial Modeling,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,160k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://pagedesignpro.com/wp-content/uploads/2018/06/financial-modelling-program.png
122,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",COURSE,4.5,Beginner,31k,,https://www.wearefreemovers.com/wp-content/uploads/2020/10/University-of-California-Santa-Cruz-logo.png,https://www.takethiscourse.net/wp-content/uploads/2022/02/C-for-Everyone-Programming-Fundamentals-1024x430.jpg
123,C# Programming for Unity Game Development,University of Colorado System,SPECIALIZATION,4.7,Beginner,36k,,https://content.energage.com/company-images/DV19/SE79838/SE79838_logo_orig.png,https://img.ebook-hunter.org/img/Learning%20C%23%20by%20Developing%20Games%20with%20Unity:%20C%23%20Programming%20for%20Unity%20Game%20Development%20%2C%202nd%20Edition%20-%202020%20by%20William%20Emma%20%26%20Mohmmed%20Moaml.jpg
124,COVID-19 Contact Tracing,Johns Hopkins University,COURSE,4.9,Beginner,220k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://www.beaumont.org/images/default-source/covid-19/contact-tracing.jpg?sfvrsn=1c4b00e6_0
125,COVID-19: What You Need to Know (CME Eligible),Osmosis,COURSE,4.8,Beginner,32k,,https://rarediseases.org/wp-content/uploads/2020/06/osmosis-logo.png,https://rdlg.gov.tt/wp-content/uploads/20-EPI-001-Coronavirus-5x25-Covid-19-Action-Plan-FAW-page-001-372x500.jpg
126,"Cameras, Exposure, and Photography",Michigan State University,COURSE,4.7,Mixed,130k,,http://www.clipartbest.com/cliparts/yik/669/yik669a6T.jpg,https://petapixel.com/assets/uploads/2019/10/incameraexposuresfeat.jpg
127,Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,COURSE,4.7,Beginner,340k,,https://vignette.wikia.nocookie.net/althistory/images/4/48/Escudo_de_la_Pontificia_Universidad_Cat%C3%B3lica_de_Chile.svg.png/revision/latest?cb=20161203005123&path-prefix=es,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~camino-excelencia-gestion-proyectos/XDP~COURSE!~camino-excelencia-gestion-proyectos.jpeg
128,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,COURSE,4.6,Mixed,82k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://i.ytimg.com/vi/js1n87hZapw/maxresdefault.jpg
129,Career Success,"University of California, Irvine",SPECIALIZATION,4.4,Beginner,790k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://cdn.educba.com/academy/wp-content/uploads/2015/12/Career-Success-1.jpg
130,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,COURSE,4.8,Beginner,31k,,https://www.eduopinions.com/wp-content/uploads/2017/12/University-of-Lausanne-UNIL-logo.png,https://i.ytimg.com/vi/UNewyg5xV5Q/maxresdefault.jpg
131,Chemicals and Health,Johns Hopkins University,COURSE,4.7,Beginner,23k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://suntrics.com/wp-content/uploads/2021/03/Chemicals-That-Can-Improve-Your-Health.jpg
132,Chicken Behaviour and Welfare,The University of Edinburgh,COURSE,4.7,Mixed,19k,,http://www.acumen-pr.net/wp-content/uploads/2016/10/The-UoE-logo.jpg,https://www.compassioninfoodbusiness.com/media/7443197/understanding-the-behaviour-and-improving-the-welfare-of-chickens.jpg?mode=min&width=600&height=315&rnd=132518974430000000
133,Child Nutrition and Cooking,Stanford University,COURSE,4.7,Beginner,30k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://i.pinimg.com/originals/44/d6/22/44d622653710277dc968921e87671d2c.jpg
134,Chinese for HSK 1,Peking University,COURSE,4.8,Beginner,22k,,http://www.ranklogos.com/wp-content/uploads/2012/05/peking-university.jpg,https://i.pinimg.com/originals/1d/f5/9a/1df59a98b21fbfb719877089a9df39c1.jpg
135,Cisco Networking Basics,Cisco,SPECIALIZATION,4.7,Beginner,57k,,https://1000logos.net/wp-content/uploads/2016/11/Cisco-logo.png,https://benisnous.com/wp-content/uploads/2020/09/Cisco-CCNA-Networking-Basics-for-Beginners-Getting-Started-learn.jpg
136,Classical Sociological Theory,University of Amsterdam,COURSE,4.8,Mixed,51k,,https://www.shorttermprograms.com/images/cache/600_by_314/uploads/institution-logos/university-of-amsterdam.png,http://prodimage.images-bn.com/pimages/9780470655672_p0_v3_s1200x630.jpg
137,Claves de la Dirección de Empresas,IESE Business School,SPECIALIZATION,4.8,Beginner,51k,,https://logos-download.com/wp-content/uploads/2018/01/IESE_Business_School_Logo.png,https://image.slidesharecdn.com/direccindeunaempresa-131104122732-phpapp01/95/direccin-de-una-empresa-12-638.jpg?cb=1383568673
138,Climate Change and Health: From Science to Action,Yale University,SPECIALIZATION,4.6,Beginner,4.8k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://alumni.med.ubc.ca/files/2021/03/Climate-Change-Eblast-Graphic-V3-01-1536x864.png
139,Clinical Terminology for International and U.S. Students,University of Pittsburgh,COURSE,4.8,Beginner,32k,,https://s3.amazonaws.com/libapps/accounts/22857/images/1024px-University_of_Pittsburgh_Seal__official_.svg.png,https://www.tangolearn.com/wp-content/uploads/2021/11/clinical-terminology-1.jpg
140,Cloud Computing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,110k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://indianprinterpublisher.com/wp-content/uploads/2019/05/Cloud.jpg
141,Cloud Computing Basics (Cloud 101),LearnQuest,COURSE,4.5,Beginner,37k,,https://biz.prlog.org/LearnQuest/logo.png,https://image.slidesharecdn.com/cloud101editeddeckfinal-150217155954-conversion-gate02/95/cloud-101-the-basics-of-cloud-computing-1-638.jpg?cb=1425645935
142,Cloud Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.7,Intermediate,310k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://www.whizlabs.com/blog/wp-content/uploads/2019/08/google-cloud-associate-cloud-engineer-certification-preparation.png
143,Coaching Skills for Managers,"University of California, Davis",SPECIALIZATION,4.7,Intermediate,37k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://i.pinimg.com/originals/1d/4b/b4/1d4bb4f5eb5109612a5e145726e1e9e1.jpg
144,Code Yourself! An Introduction to Programming,The University of Edinburgh,COURSE,4.7,Beginner,120k,,http://www.acumen-pr.net/wp-content/uploads/2016/10/The-UoE-logo.jpg,https://www.takethiscourse.net/wp-content/uploads/2019/07/Code-Yourself-An-Introduction-to-Programming-scaled.jpg
145,Communication Skills for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,15k,,https://logos-download.com/wp-content/uploads/2018/07/RICE_University_logo_blue.png,https://images-na.ssl-images-amazon.com/images/I/71kBuqClaJL.jpg
146,Communication Strategies for a Virtual Age,University of Toronto,COURSE,4.8,Beginner,43k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://i.ytimg.com/vi/WeLO2Fwwp9k/maxresdefault.jpg
147,Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,University of Colorado Boulder,COURSE,4.9,Beginner,6.4k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~compassionate-leadership-jane-goodall/XDP~COURSE!~compassionate-leadership-jane-goodall.jpeg
148,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,COURSE,4.7,Beginner,43k,,https://enem.ametic.es/wp-content/uploads/empresas/853197_logotip_logo1_x2.png,http://formacionintegral.udgvirtual.udg.mx/sites/default/files/Herramientas%20de%20ofim%C3%A1tica.png
149,Competitive Strategy and Organization Design,Ludwig-Maximilians-Universität München (LMU),SPECIALIZATION,4.7,Intermediate,350k,,https://pioneers-project.eu/wp-content/uploads/2018/06/11-LMU.png,https://thumbs.dreamstime.com/z/competitive-strategy-wheel-business-diagram-illustration-concept-infographic-53685772.jpg
150,Computational Social Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,5.8k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://cos.gmu.edu/cds/wp-content/uploads/sites/25/2016/04/Screen-Shot-2017-02-17-at-9.36.45-AM.png
151,Computational Thinking for Problem Solving,University of Pennsylvania,COURSE,4.8,Beginner,33k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://miro.medium.com/max/5100/1*tSLOJgkYxCsVQ0mo00493w.png
152,Computer Security and Systems Management,University of Colorado System,SPECIALIZATION,4.6,Beginner,27k,,https://content.energage.com/company-images/DV19/SE79838/SE79838_logo_orig.png,https://www.learnnewskillsonline.com/wp-content/uploads/2019/11/Security.jpg
153,Conflict Management,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,66k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://s3-us-west-2.amazonaws.com/courses-images/wp-content/uploads/sites/4052/2019/04/09200028/ConflictManagementStyles-1024x1024.jpg
